web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,date,description,price,address,category,time
"1701176940-568","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				11
			
			
			
				MONTAGS 993 - NIK BÄRTSCH'S RONIN
									Montag, 11. Dezember, 20:00
								EXIL, Zürich (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/montags-993-nik-baertsch-s-ronin-7125914858155891911.html","MONTAGS 993 - NIK BÄRTSCH'S RONIN","","Montag, 11. Dezember, 20:00","Mo., 11. Dezember 2023","Neben Auftritten auf internationalen Tourneen performte das 2001 gegründete Zen Funk Quartett während fünf Jahren jeden Montag im Zürcher Bazillus Club. Seit Ende August 2009 findet die Reihe im EXIL ihre Fortsetzung. Neben EXIL Mitbegründer Nik Bärtsch an den Tasten, gehören Kaspar Rast (Drums), Jeremias Keller (Bass)und Sha (Sax, Bassklarinette) zur Band. 
„Coole Module statt braver Songs, polyrhythmischer Funk von hypnotischer Hartnäckigkeit.“ Rolling Stone (D) 
„Bärtsch’s mysterious music will be around for a lot longer than the quick fix that majority taste seems to clamour for.“ The Observer (UK) 
Doors & live ambient guitar 20h
 Showtime 21h 
photo by Livio Baumgartner 
1 Set! 
Bei Konzerten mit Türöffnung vor 21h00 gilt Einlass ab 16 Jahren und nur gegen Vorweisung eines amtlichen Ausweises. Zwischen 6 und 15 Jahren nur in Begleitung einer erziehungsberechtigten Person. Kinder unter 6 Jahren haben keinen Zutritt. 
COVID INFORMATION: 
Die Veranstaltung wird unter den aktuell geltenden behördlichen Verordnungen durchgeführt. Personen, die Covid-19-Symptome aufweisen, bitten wir zu Hause zu bleiben.","CHF 20.00","EXIL, Hardstrasse 245, Zürich, CH","Konzert / Jazz & Blues","20:00 Uhr
									
																			- 
										23:00 Uhr"
"1701176942-569","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				11
			
			
			
				Boogie Connection
									Montag, 11. Dezember, 20:00
								mocafe Lichtensteiger, Flawil (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/boogie-connection-7128017094075967698.html","Boogie Connection","","Montag, 11. Dezember, 20:00","Mo., 11. Dezember 2023","Die ""kleinste"" Bigband: Wenn der Boogie nicht in den USA, sondern im Schwarzwald entstanden wäre, dann würde als Geburtsstätte Freiburg in den Jazzlexika stehen und die Musik würde so klingen, wie sie die Boogie Connection spielt. Das Trio braut eine heiße Mischung aus Blues, Boogie, Rhythm ’n‘ Blues und Rock ’n‘ Roll. Line-up: Christoph Pfaff - Gesang, Gitarre, Harp Thomas Scheytt - Piano Jörn-Paul Weidling - Schlagzeug, Cajon www.boogie-connection.de","","mocafe Lichtensteiger, Magdenauerstrasse 1, Flawil, CH","Konzert / Jazz & Blues","20:00 Uhr"
"1701176944-570","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				11
			
			
			
				Weihnachtskonzert PMS und PHTG 2023 - Konzert Montag
									Montag, 11. Dezember, 20:00
								Hauptstrasse Kreuzlingen, Kreuzlingen (CH)","https://eventfrog.ch/de/p/konzert/chor/weihnachtskonzert-pms-und-phtg-2023-konzert-montag-7130138492923780600.html","Weihnachtskonzert PMS und PHTG 2023 - Konzert Montag","","Montag, 11. Dezember, 20:00","Mo., 11. Dezember 2023","Weihnachtskonzert der Pädagogischen Maturitätsschule Kreuzlingen und der Pädagogischen Hochschule Thurgau - Öffentliche Hauptprobe","CHF 0.00","Hauptstrasse Kreuzlingen, Haupstrasse 1, Kreuzlingen, CH","Konzert / Chor","20:00 Uhr
									
																			- 
										21:30 Uhr"
"1701176946-571","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				11
			
			
			
				Carols - Weihnachtliche Musik für Chor und Harfe
									Montag, 11. Dezember, 19:30
								Stadtkirche, Winterthur (CH)","https://eventfrog.ch/de/p/konzert/chor/carols-weihnachtliche-musik-fuer-chor-und-harfe-7125914787192460558.html","Carols - Weihnachtliche Musik für Chor und Harfe","","Montag, 11. Dezember, 19:30","Mo., 11. Dezember 2023","alpha-cappella, der Chor der ZHAW, präsentiert unter der Leitung des Dirigenten Jens Hoffmann ein abwechslungsreiches weihnachtliches Konzertprogramm. Instrumental begleitet werden die rund 60 Sängerinnen und Sänger von der Harfenistin Priska Zaugg. Alle Interessierten sind herzlich eingeladen! 
Programm
 Benjamin Britten: Op. 28, A Ceremony of Carols
 Jan Wilke: Weihnachtsmotetten aus Wonderful Mystery (Schweizer Uraufführung)
 John Rutter & Morten Lauridsen: Diverse Lieder 
Eintritt frei – Kollekte. Türöffnung 19.00 Uhr 
Weitere Aufführung
 Samstag, 9. Dezember 2023, 19.30 Uhr (Türöffnung 19.00 Uhr), Augustinerkirche Zürich, Münzplatz 3, 8001 Zürich 
Download Flyer","","Stadtkirche, Kirchplatz 3, Winterthur, CH","Konzert / Chor","19:30 Uhr"
"1701176948-572","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				11
			
			
			
				Carols – Weihnachtliche Musik für Chor und Harfe
									Montag, 11. Dezember, 19:30
								Stadtkirche Winterthur, Winterthur (CH)","https://eventfrog.ch/de/p/konzert/carols-weihnachtliche-musik-fuer-chor-und-harfe-7130335944222166690.html","Carols – Weihnachtliche Musik für Chor und Harfe","","Montag, 11. Dezember, 19:30","Mo., 11. Dezember 2023","&nbsp;alpha-cappella – Chor der ZHAW Leitung: Jens Hoffmann Harfe: Priska Zaugg&nbsp; alpha-cappella, der Chor der ZHAW, präsentiert unter der Leitung des Dirigenten Jens Hoffmann ein abwechslungsreiches weihnachtliches Konzertprogramm. Instrumental begleitet werden die rund 60 Sängerinnen und Sänger von der Harfenistin Priska Zaugg.&nbsp; Alle Interessierten sind herzlich eingeladen!&nbsp; Programm Benjamin Britten: Op. 28, A Ceremony of Carols Jan Wilke: Weihnachtsmotetten aus Wonderful Mystery (Schweizer Uraufführung) John Rutter & Morten Lauridsen: Diverse Lieder","","Stadtkirche Winterthur, Kirchplatz, Winterthur, CH","Konzert","19:30 Uhr"
"1701176950-573","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				11
			
			
			
				Jazz Live im SprechZimmer+
									Montag, 11. Dezember, 19:00
								SprechZimmer+, Liebefeld (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/jazz-live-im-sprechzimmer-7130909656239516419.html","Jazz Live im SprechZimmer+","","Montag, 11. Dezember, 19:00","Mo., 11. Dezember 2023","Erleben Sie eine Nacht voller Swing, Groove und Improvisation, wenn das Septett HoBeXxX im SprechZimmer+ in Liebefeld, Bern, die Bühne rockt. Lassen Sie sich von der Leidenschaft und dem Talent der Jazzmusiker verzaubern und genießen Sie eine unvergessliche Nacht mit Live-Musik in Bern. 
sprechzimmerplus.ch","","SprechZimmer+, Waldeggstrasse 40c, Liebefeld, CH","Konzert / Jazz & Blues","19:00 Uhr"
"1701176952-574","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				11
			
			
			
				Cineclub Sg - First Cow
									Montag, 11. Dezember, 17:30
								Grabenhalle, Sankt Gallen (CH)","https://eventfrog.ch/de/p/konzert/cineclub-sg-first-cow-7131049887974513243.html","Cineclub Sg - First Cow","","Montag, 11. Dezember, 17:30","Mo., 11. Dezember 2023","Cookie, ein ruhiger, aber talentierter Koch, macht sich zu Beginn des 19. Jahrhunderts mit einigen Pelzjägern auf den Weg nach Oregon. Als er den chinesischen Einwanderer King Lu kennenlernt, tut Cookie sich mit ihm zusammen. Gemeinsam eröffnen sie eine kleine Bäckerei, deren grosser Erfolg in erster Linie von der Milch rührt, die Cookie und King Lu regelmässig von der einzigen Kuh in der ganzen Region stehlen. &nbsp; Regie: Kelly Reichardt USA, 2019, E/d 122 Minuten mit John Magaro, Orion Lee, Toby Jones, Ewen Bremner Vorstellungen um 18:00 Uhr und um 20:15 Uhr Der Einzelgänger ""Cookie"" Figowitz schlägt sich in den 1820er Jahren als Koch für Trapper in Oregon durch. Eines Nachts begegnet er dem vor seinen Mördern flüchtenden Chinesen King Lu. Die beiden freunden sich an und entwickeln, um reich zu werden, eine geniale Geschäftsidee mit köstlichem süssem Gebäck. Denn als der in der Nähe residierende kolonialistisch angehauchte britische Grossgrundbesitzer Chief Factor die erste Milchkuh aus Europa importiert, weiss Cookie, was er mit der Milch alles backen könnte. King Lu überredet ihn, die Kuh nachts heimlich zu melken. Bald verkaufen die beiden mit grossem Erfolg kleine Küchlein an die begeisterten Trapper - und auch der bestohlene Chief Factor selbst ist ganz angetan von...
								
									 mehr anzeigen
								
							
							
																	Cookie, ein ruhiger, aber talentierter Koch, macht sich zu Beginn des 19. Jahrhunderts mit einigen Pelzjägern auf den Weg nach Oregon. Als er den chinesischen Einwanderer King Lu kennenlernt, tut Cookie sich mit ihm zusammen. Gemeinsam eröffnen sie eine kleine Bäckerei, deren grosser Erfolg in erster Linie von der Milch rührt, die Cookie und King Lu regelmässig von der einzigen Kuh in der ganzen Region stehlen. &nbsp; Regie: Kelly Reichardt USA, 2019, E/d 122 Minuten mit John Magaro, Orion Lee, Toby Jones, Ewen Bremner Vorstellungen um 18:00 Uhr und um 20:15 Uhr Der Einzelgänger ""Cookie"" Figowitz schlägt sich in den 1820er Jahren als Koch für Trapper in Oregon durch. Eines Nachts begegnet er dem vor seinen Mördern flüchtenden Chinesen King Lu. Die beiden freunden sich an und entwickeln, um reich zu werden, eine geniale Geschäftsidee mit köstlichem süssem Gebäck. Denn als der in der Nähe residierende kolonialistisch angehauchte britische Grossgrundbesitzer Chief Factor die erste Milchkuh aus Europa importiert, weiss Cookie, was er mit der Milch alles backen könnte. King Lu überredet ihn, die Kuh nachts heimlich zu melken. Bald verkaufen die beiden mit grossem Erfolg kleine Küchlein an die begeisterten Trapper - und auch der bestohlene Chief Factor selbst ist ganz angetan von Cookies Backkunst... Dieser Neo-Western mit zwei Antihelden im Zentrum des Geschehens beginnt mit einem modernen Transportschiff, das in einer langen, starren Kameraeinstellung von links nach rechts in 4:3-Bildern die Leinwand durchkreuzt. Die gefeierte amerikanische Regisseurin Kelly Reichardt weigert sich, ihre Western-Bilder in grosse Cinemascope-Panoramen zu setzen. Auch blockieren immer wieder zufällige Gegenstände den gewohnten weiten Westernblick und bieten dadurch keinen Raum für Lagerfeuerromantik und inszenierte Massenschiessereien. Es ist ein Western, in dem mehr gebacken als geschossen wird und zu dem auch eine Fachsimpelei über die aktuelle Pariser Mode gehört. Reichardt nutzt das Western-Setting, um amerikanische Wirklichkeit und Befindlichkeit darzustellen, diesmal eine Männerfreundschaft. [gallery columns=""4"" ids=""eyJ1cmwiOiJodHRwczpcL1wvd3d3LmdyYWJlbmhhbGxlLmNoXC93cC1jb250ZW50XC91cGxvYWRzXC8yMDIzXC8xMVwvMjAyM18xMl8xMV9DaW5lY2x1Yl9GaXJzdENvdy5qcGciLCJ0aXRsZSI6IjIwMjNfMTJfMTFfQ2luZWNsdWJfRmlyc3RDb3ciLCJjYXB0aW9uIjoiIiwiYWx0IjoiIiwiZGVzY3JpcHRpb24iOiIifQ==""]
									
										 weniger anzeigen","","Grabenhalle, Unterer Graben, Sankt Gallen, CH","Konzert","17:30 Uhr"
"1701176954-575","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Eventgruppe
				
					
		

							
					Dez - Dez
					11 - 15
				
			
			
				StimmSaiten – Morgenmusik im Himmel
									5 Events
								Himmel Helvetia, St. Gallen (CH)","https://eventfrog.ch/de/p/gruppen/stimmsaiten-morgenmusik-im-himmel-7130692649577589672.html","StimmSaiten – Morgenmusik im Himmel","Eventgruppe","5 Events","Mo., 11. Dezember 2023 -
Fr., 15. Dezember 2023","","","","","Beginn:
																	
										07:30 Uhr"
"1701176956-576","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				10
			
			
			
				Odd Beholder
									Sonntag, 10. Dezember, 20:45
								Helsinki, Zürich (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/odd-beholder-7134950874493722465.html","Odd Beholder","","Sonntag, 10. Dezember, 20:45","So., 10. Dezember 2023","Odd Beholder mit dem neuen Album Feel Better, das dritte et ein sinnliches und farbenreiches OEvre- entstanden in einer schwierigen Zeit, kurz nachdem Danielas Grossvater sich im Rahmen des Programms EXIT das Leben nimmt. Das daraus resultierende Material ist ein Versuch, die Geister der Trauer zu vertreiben und sich mit der eigenen Geschichte und mit den Themen, die durch die Generationen spuken, zu befassen. In Danielas eigenen Worten: «Dies ist das Album, auf dem Odd Beholder in der Zeit zurückreist, zurück in diese Kleinstadt, um sich den Umständen zu stellen, die Odd Beholder zu dem gemacht haben, das Odd Beholder heute ist. Es ist eine Coming-of-Age-Geschichte, eine Entstehungs-geschichte.» Die Banda willkommen: Daniela Weinmann (voc, synth, e guit) Elodie Romain aka Billie Bird (voc, e guit, drumpad) Simon Borer aka Long Tall Jefferson (voc, e guit, e bass) Fabian Mösch aka Möf (clar, synth)","","Helsinki, Geroldstrasse 35, Zürich, CH","Konzert / Pop & Rock","20:45 Uhr"
"1701176958-577","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				10
			
			
			
				Noam Wiesenberg - NeoNomadic
									Sonntag, 10. Dezember, 20:30
								Pflegidach - Pflegi Muri, Muri (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/noam-wiesenberg-neonomadic-7119635346455759856.html","Noam Wiesenberg - NeoNomadic","","Sonntag, 10. Dezember, 20:30","So., 10. Dezember 2023","Noam Wiesenberg ist in der New Yorker Musikszene als gewandter und sicherer Bassist sowie als exquisiter Komponist und Arrangeur bekannt. Nach der Veröffentlichung seines hochgelobten Debütalbums „Roads Diverge“ im Jahr 2018 wird der Bassist, Komponist und Arrangeur Noam Wiesenberg im Oktober 2023 sein zweites Album „NeoNomadic“ veröffentlichen. Sein neues Album „NeoNomadic“ – mit Philip Dizack (Trompete), Charles Altura (Gitarre), Michael King (Klavier), Kush Abadey (Schlagzeug) und Special Guest Melissa Aldana (Tenorsaxophon) – ist das Ergebnis von Wiesenbergs Reflexionsprozess zur Bedeutung des Wortes „Zuhause“ während der Covid-Lockdowns in Brooklyn. Sein kreativer Prozess ist eine Synthese der vielen Orte, die Noam sein Zuhause nennt, und der Reisen, die er zwischen ihnen unternimmt. Das zweite Album des aus Tel Aviv stammenden Noam lässt sich von seinen mediterranen Wurzeln, der Sprache der Flamenco-Traditionen, seiner jahrzehntelangen Auseinandersetzung mit der schwarzen amerikanischen Musik und seiner jahrelangen Erfahrung beim Musizieren in verschiedenen Genres inspirieren. Sein kreativer Prozess ist eine Synthese der vielen Orte, die der Künstler sein Zuhause nennt, und der Reisen, die er zwischen ihnen unternimmt.","","Pflegidach - Pflegi Muri, Nordklosterrain 1, Muri, CH","Konzert / Jazz & Blues","20:30 Uhr"
"1701176960-578","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				10
			
			
			
				Luca Hänni
									Sonntag, 10. Dezember, 20:15
								Flughafen Zürich, Kloten (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/luca-haenni-7127252435064585432.html","Luca Hänni","","Sonntag, 10. Dezember, 20:15","So., 10. Dezember 2023","Luca Hänni – Der mit zahlreichen Awards mehrfach ausgezeichnete und aus vielen TV-Shows bekannte Sänger und Multiinstrumentalist ist mit voller Power zurück auf der Zauberparkbühne! Nachdem er schon in der ersten Ausgabe die Besucher:innen begeisterte, freuen wir uns umso mehr auf sein diesjähriges Konzert!","","Flughafen Zürich, Kloten, CH","Konzert / Pop & Rock","20:15 Uhr"
"1701176962-579","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				10
			
			
			
				Declan Welsh & The Deca­dent West (GB)
									Sonntag, 10. Dezember, 20:00
								Werkk, Baden (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/declan-welsh-the-decadent-west-gb-7121114681725417884.html","Declan Welsh & The Deca­dent West (GB)","","Sonntag, 10. Dezember, 20:00","So., 10. Dezember 2023","Declan Welsh & the Decadent West sind eine Band aus Glasgow, die sich auf intelligente, nachvollziehbare Texte, eingängige Hooks und eine mitreißende Live-Show konzentriert. Der umtriebige Autor Welsh und seine Band haben bereits vier EPs und ein Album veröffentlicht, die von der Kritik hoch gelobt wurden. Ihr Debüt Cheaply Bought Expensively Sold wurde für den Scottish Album of The Year Award nominiert und der Opener No Fun zum BBC Introducing Track of the Week gewählt. Die Band, die von Größen wie Jack Saunders, Billy Bragg und Arielle Free angepriesen wird, war in den letzten Jahren unermüdlich auf Tour, um CBES zu promoten, und hat bereits Auftritte auf dem Glastonbury, Isle of Wight und TRNSMT Festival (UK), dem Reeperbahn Festival (Deutschland), Bet Lahem Live (Palästina), dem Oberkampf Festival (Frankreich) und vielen anderen absolviert. In Kombination mit ausverkauften Headline-Shows und Support-Shows mit Bands wie Twin Atlantic, Echo and The Bunnymen, Squeeze und The Proclaimers haben sich DWDW einen Ruf als ""Die Zukunft der schottischen Rockmusik"" (Courier) erspielt, und Jack Saunders von Radio 1 kommentierte: ""Niemand weiß, wie man einen Moshpit anheizt wie DWDW. Ich weiß es - ich war selbst schon in einem!"" Mit über 3 Mio. Streams allein für die Hymne des Debütalbums...
								
									 mehr anzeigen
								
							
							
																	Declan Welsh & the Decadent West sind eine Band aus Glasgow, die sich auf intelligente, nachvollziehbare Texte, eingängige Hooks und eine mitreißende Live-Show konzentriert. Der umtriebige Autor Welsh und seine Band haben bereits vier EPs und ein Album veröffentlicht, die von der Kritik hoch gelobt wurden. Ihr Debüt Cheaply Bought Expensively Sold wurde für den Scottish Album of The Year Award nominiert und der Opener No Fun zum BBC Introducing Track of the Week gewählt. Die Band, die von Größen wie Jack Saunders, Billy Bragg und Arielle Free angepriesen wird, war in den letzten Jahren unermüdlich auf Tour, um CBES zu promoten, und hat bereits Auftritte auf dem Glastonbury, Isle of Wight und TRNSMT Festival (UK), dem Reeperbahn Festival (Deutschland), Bet Lahem Live (Palästina), dem Oberkampf Festival (Frankreich) und vielen anderen absolviert. In Kombination mit ausverkauften Headline-Shows und Support-Shows mit Bands wie Twin Atlantic, Echo and The Bunnymen, Squeeze und The Proclaimers haben sich DWDW einen Ruf als ""Die Zukunft der schottischen Rockmusik"" (Courier) erspielt, und Jack Saunders von Radio 1 kommentierte: ""Niemand weiß, wie man einen Moshpit anheizt wie DWDW. Ich weiß es - ich war selbst schon in einem!"" Mit über 3 Mio. Streams allein für die Hymne des Debütalbums ""Absurd"" und Radioplay von Radio 1, Radio Scotland, Radio X und anderen, blieben DWDWW auch während des Lockdowns produktiv, wo sie 3 EPs veröffentlichten. Da sie nicht auf Tournee waren, konnten sie so die Verbindung zu ihren Fans aufrechterhalten und gleichzeitig ihren Katalog an mitsingbaren, festivalreifen Hymnen erweitern.
									
										 weniger anzeigen","","Werkk, Schmiedestrasse 1, Baden, CH","Konzert / Pop & Rock","20:00 Uhr"
