BFS_NR,GEO_NAME,VALUE,UNIT,STATUS,STATUS_DESC,DESC_VAL,PERIOD_REF,SOURCE,LAST_UPDATE,GEOM_CODE,GEOM,GEOM_PERIOD,MAP_ID,MAP_URL
114,Fischenthal,82,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
115,Gossau (ZH),538.2,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
116,Grüningen,387.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
117,Hinwil,498,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
118,Rüti (ZH),1201.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
119,Seegräben,382.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
120,Wald (ZH),381.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
121,Wetzikon (ZH),1465.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
131,Adliswil,2412.1,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
132,Hirzel,225,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
133,Horgen,960.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
134,Hütten,123.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
135,Kilchberg (ZH),3248.1,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
136,Langnau am Albis,865.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
137,Oberrieden,1804.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
138,Richterswil,1773.2,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
139,Rüschlikon,1960.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
140,Schönenberg (ZH),168.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
141,Thalwil,3234.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
142,Wädenswil,1253.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
151,Erlenbach (ZH),1909,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
152,Herrliberg,700.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
153,Hombrechtikon,707.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
154,Küsnacht (ZH),1148.2,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
155,Männedorf,2270.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
156,Meilen,1152.6,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
157,Oetwil am See,776.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
158,Stäfa,1663.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
159,Uetikon am See,1756.1,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
160,Zumikon,941.2,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
161,Zollikon,1629.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
172,Fehraltorf,671.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
173,Hittnau,278.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
176,Lindau,457.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
177,Pfäffikon,603.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
178,Russikon,306.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
180,Weisslingen,255.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
181,Wila,211.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
182,Wildberg,93.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
191,Dübendorf,2033,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
192,Egg,578.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
193,Fällanden,1319.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
194,Greifensee,2370.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
195,Maur,681.6,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
196,Mönchaltorf,487.6,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
197,Schwerzenbach,1934.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
198,Uster,1204.6,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
199,Volketswil,1323.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
200,Wangen-Brüttisellen,992.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
211,Altikon,85.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
213,Brütten,307.6,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
214,Dägerlen,125.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
215,Dättlikon,271.2,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
216,Dinhard,217,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
217,Elgg,277.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
218,Ellikon an der Thur,177.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
219,Elsau,440.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
220,Hagenbuch,134.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
221,Hettlingen,536.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
222,Hofstetten (ZH),56.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
223,Neftenbach,369.2,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
224,Pfungen,755.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
225,Rickenbach (ZH),448.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
226,Schlatt (ZH),83.1,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
227,Seuzach,961,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
228,Turbenthal,185.6,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
230,Winterthur,1612.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
231,Zell (ZH),443.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
241,Aesch (ZH),243.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
